"","id","Hotel_Name","Hotel_Country","Hotel_City","Hotel_lat","Hotel_lng","Businesses_100m","Businesses_1km","Businesses_5km","Room_Type_Level","Guest_Type","Trip_Type","Stay_Duration","Review_Date","Days_Since_Review","Is_Hotel_Holiday","Is_Reviewer_Holiday","Total_Number_of_Reviews","Review_Is_Positive","Review_Positivity_Rate","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Positive_Review","Review_Total_Positive_Word_Counts","Average_Score","Reviewer_Score","Total_Number_of_Reviews_Reviewer_Has_Given","Additional_Number_of_Scoring","Submitted_from_Mobile"
"177862",177874,"Maison Albar Hotel Paris Op ra Diamond","FR","Paris",NA,NA,"NULL","NULL","NULL","NULL","Family with young children","Leisure trip","3",20161219,"227 day",0,0,1524,0,0,"Turkey ","Breakfast personel must be more polite consierge swetlana is very good thanks for her ",16,"No Positive",0,8.8,7.5,9,172,0
"307571",307583,"Park Plaza Victoria Amsterdam","NL","Amsterdam",52.377278,4.897818,"31","2500","9500","NULL","Couple","Leisure trip","2",20150830,"704 day",0,0,4820,0,22.3881,"United Kingdom ","dated tired rooms mine looked out to another wall with other windows looking in at me Suspect that these types of rooms are reserved for Booking com and other hotel websites you may think you have a bargain compered to hotels own rates but you haven t so be warned ",52,"Location was near to railway station and only 10 mins from central shopping area",15,8,6.3,1,973,0
"82093",82105,"Pullman Paris Montparnasse","FR","Paris",48.8382943,2.3210421,"12","1900","28500","NULL","Couple","Leisure trip","3",20160624,"405 day",0,0,1501,0,23.0769,"Morocco ","Files d attente pour Check in et Check out",10,"Emplacement personnel",3,8.1,8.8,8,151,1
"156662",156674,"Norfolk Towers Paddington","GB","Paddington",51.5162883,-0.1721078,"52","667","16500","NULL","Couple","Leisure trip","1",20161213,"233 day",0,0,4065,0,44.4444,"United Kingdom ","Liked it all ",5,"Excellent all round",4,7.9,10,2,634,0
"383057",383069,"Mercure Amsterdam Sloterdijk Station","NL","Amsterdam",52.3872884,4.8349748,"3","68","3000","Standard","Group","Leisure trip","3",20160518,"442 day",0,0,3643,0,23.6842,"United Kingdom ","House keeping always forget to re fills our teabags and coffee used glasses and cups are not washed Nice restaurant but if more rich menu would appreciated ",29,"Very modern comfort good location friendly helpful staff",9,8.6,10,7,498,0
"80725",80737,"Radisson Blu Edwardian Sussex","GB","London",51.5144381,-0.1558337,"23","1600","19500","NULL","Solo traveler","Business trip","2",20170624,"40 days",0,0,1295,1,62.5,"United Kingdom ","Small rooms",3,"Location breakfast staff facilities",5,8,8.3,3,234,1
"497107",497119,"Hotel degli Arcimboldi","IT","Milan",45.5257221,9.2150033,"2","142","6800","NULL","Solo traveler","Business trip","1",20151123,"619 day",0,0,10842,0,10.5263,"Saudi Arabia ","The staff is very rude rooms are small no iron or table price too high ",17,"Nothing",2,8.3,3.8,1,563,1
"407745",407757,"Hotel Dei Cavalieri","IT","Milan",45.4608547,9.1886179,"36","2100","10800","NULL","Family with young children","Leisure trip","2",20170419,"106 day",0,0,3445,1,77.0833,"United States of America ","Air conditioning appeared limited needed to open the windows ",11,"Great location five minute walk from the Duomo plaza Excellent staff and security The breakfast buffet included was like a gourmet restaurant with fresh pastries and excellent selection of both European and American breakfast choices ",37,8.4,9.6,2,301,0
"180155",180167,"H tel Concorde Montparnasse","FR","Paris",48.8381079,2.318669,"11","1600","28000","NULL","Solo traveler","Solo traveler","3",20161008,"299 day",0,0,2515,0,36,"New Zealand ","Lacked character huge and not very Parisian Unfortunately despite very professional front desk being one branch of an homogeneous multi national hotel chain meant that we could have been anywhere ",32,"Very comfy bedding though would have been good to have top sheet Really good coffee machine ",18,7.9,5.8,10,228,0
"135060",135072,"Novotel London Paddington","GB","London",51.519032,-0.1825943,"2","743","13600","Superior","Family with young children","Leisure trip","4",20170417,"108 day",0,0,1187,1,63.6364,"Malta ","Room temperature control Lack of storage space in the room ",12,"Efficient and pleasant staff at reception Good breakfast included Nice location We ll thought out and convenient room facilities ",21,8.5,8.3,7,232,1
"416341",416353,"Barcel Sants","ES","Barcelona",41.3798964,2.1412433,"15","1200","12900","NULL","Couple","Leisure trip","1",20160531,"429 day",0,0,4379,1,100,"United Kingdom ","No Negative",0,"Everything of high quality and an excellent location for travellers using Barcelona Sants station with the entrance very near to the station main exit Very smart and breakfast good quality and plentiful ",34,8.6,10,13,420,1
"229552",229564,"Best Western Hotel Montmartre Sacr Coeur","FR","Paris",48.888539,2.3498459,"14","1800","28800","NULL","Solo traveler","Business trip","1",20151213,"599 day",0,0,1201,0,0,"United Kingdom ","Taxi driver soar area was a no go zone A little too rough for me but it was fine and near train station ",25,"No Positive",0,7.2,7.5,1,116,1
"431672",431684,"Hotel mbit Barcelona","ES","Barcelona",41.3907821,2.1717426,"25","4200","13900","NULL","Solo traveler","Business trip","4",20151123,"619 day",0,0,1498,1,100,"France ","No Negative",0,"Nice staff Clean and new hotel Excellent location in the city center",13,8.9,8.3,19,127,0
"142395",142407,"Blakemore Hyde Park","GB","London",51.5129736,-0.1837431,"18","868","13300","NULL","Solo traveler","Business trip","2",20160710,"389 day",0,0,6596,0,0,"Germany ","Someone start playing music outside at 0630 both mornings of my stay ",14,"No Positive",0,8.5,10,4,1198,1
"181962",181974,"citizenM Tower of London","GB","London",51.510237,-0.0764428,"21","2000","13000","NULL","Solo traveler","Leisure trip","1",20161113,"263 day",0,0,4672,1,66.6667,"Australia ","No kettle tea coffee facilities ",7,"Great location above the Tower Hill tube station Fun atmosphere Wonderful bed ",14,9.1,9.6,37,832,1
"296465",296477,"Thistle Euston","GB","Fitzrovia",51.5291423,-0.1372782,"3","2200","20300","Standard","Couple","Leisure trip","1",20170322,"134 day",0,0,2474,1,55.5556,"United Kingdom ","Over all service",4,"comfortable and nice enviroment",5,8.3,2.5,1,744,0
"116304",116316,"Goodenough Club","GB","London",51.525535,-0.1180354,"9","2500","21900","NULL","Couple","Leisure trip","4",20170427,"98 days",0,0,959,1,65.625,"Italy ","Lack of a bidet British breakfast lacked of different type of cheese a bit of noise from the staircase and when opening the hot water in the shower too soft mattress ",33,"Hotel in a very quiet place nearby the Coram Park no cars not so far from Russel Square or St Pancras underground station our room was in the old mews under the stairs they were recently refurbished so there was no moquette large shower The breakfast was continental in the hotel and british in a separate building of the Goodenough College ",63,8.5,8.3,16,216,0
"238745",238757,"DoubleTree by Hilton Hotel London Tower of London","GB","London",51.5108412,-0.0780581,"23","2200","13400","NULL","Family with older children","Leisure trip","1",20160324,"497 day",0,0,7491,1,88,"United Kingdom ","Nothing ",3,"Staff very helpful and friendly and our room was very clean and a lovely comfortable bed and a fab location ",22,8.7,9.6,2,1936,1
"475523",475535,"Hotel Auriga","IT","Milan",45.4858877,9.2042827,"29","1200","10400","NULL","Solo traveler","Leisure trip","1",20170702,"32 days",0,0,1299,0,27.2727,"United Kingdom ","room with a better view possibly and a fan in the room not the blower",16,"bed breakfast location and staff",6,8.2,8.3,1,113,0
"511462",511474,"Hotel Erzherzog Rainer","AT","Vienna",48.1953229,16.3672882,"23","2100","10200","NULL","Couple","Leisure trip","2",20160719,"380 day",0,0,3598,0,13.5593,"Singapore ","We didn t check that there is no air conditioning in this hotel It was really warm when we were in Vienna so our stay was rather uncomfortable There was a ceiling fan though it didn t help much We opened the window but there was much noise outside ",51,"Staffs were friendly Breakfast was awesome ",8,8.8,6.7,16,279,0
"231438",231450,"Radisson Blu Edwardian Vanderbilt","GB","London",51.4953691,-0.1818966,"28","754","13900","NULL","Couple","Leisure trip","1",20160605,"424 day",0,0,2665,0,47.3684,"United Kingdom ","No hotel parking Did state that on website ",10,"Great position staff v helpful Breakfast excellent ",9,8.2,9.2,13,514,1
"112660",112672,"Hilton London Metropole","GB","Paddington",51.5195688,-0.170521,"23","770","17100","NULL","Couple","Leisure trip","1",20160426,"464 day",0,0,6977,0,9.23077,"United Kingdom ","Kettle didn t work had to call for another Maids tried to enter our room 3 times which we thought was not acceptable 1st time was about 10am 2nd around 10 45 3rd around 11 30 We didn t have to check out till 12 so why are maids trying to enter the room before this time ",59,"Bed was nice and comfy",6,7.5,7.1,15,1485,1
"97582",97594,"citizenM London Bankside","GB","London",51.5051507,-0.1004724,"16","1300","20500","NULL","Solo traveler","Business trip","4",20151115,"627 day",0,0,3802,0,0,"Latvia ","Tiny rooms",3,"No Positive",0,9.1,7.1,8,804,1
"58596",58608,"M by Montcalm Shoreditch London Tech City","GB","London",51.5278465,-0.0889473,"31","1600","16900","NULL","Solo traveler","Business trip","2",20170705,"29 days",0,0,4802,1,100,"Italy ","No Negative",0,"Everything excellent as usual",5,9.1,9.2,17,1471,0
"53304",53316,"London Marriott Hotel Kensington","GB","London",51.4944849,-0.1884174,"10","909","11800","NULL","Group","Business trip","8",20170616,"48 days",0,0,449,0,28.3951,"Bermuda ","Man the cleaners drove me crazy early every morning banging in and out of rooms ignoring that they can actually close a door with the handle so is would be quieter They disregard that guests are trying to sleep It is seems they have the attitude of I am at work so you all should be ",58,"I stayed for a week and it was home from home good size room with full amenities and very comfortable bed ",23,8,7.5,1,105,0
"309654",309666,"Holiday Inn Amsterdam","NL","Amsterdam",52.3351951,4.8885354,"5","249","9400","Standard","Solo traveler","Leisure trip","2",20160329,"492 day",0,0,1485,1,56.6667,"United States of America ","Nothing bad unless if your looking to stay closer to downtown I would say it was a 10 15 min on the bus I loved this hotel however there tons closer if your not trying to commute ",39,"Wonderful hotel Lovely decor comfy bed great staff and good location close to RAI station only 13 minutes to from the airport The 4 bus is a 2 minute walk goes straight to downtown and on the route to major sites like Royal Palace Central Station Dam Square etc ",51,7.7,10,17,196,1
"133949",133961,"Holiday Inn London Mayfair","GB","London",51.507746,-0.1422993,"62","3900","20100","NULL","Group","Business trip","3",20170718,"16 days",0,0,1894,0,11.7647,"Saudi Arabia ","very old furniture inside the room very small and tiny room not comfortable AC",15,"location",2,8,5,4,390,0
"58472",58484,"M by Montcalm Shoreditch London Tech City","GB","London",51.5278465,-0.0889473,"31","1600","16900","Deluxe","Solo traveler","Leisure trip","1",20150923,"680 day",0,0,4802,0,45.5882,"United Kingdom ","Room d cor a touch sterile and not particularly original I booked the room when it was reduced in price so it was acceptable but full price is too high for what the hotel offers ",37,"Excellent location right next to Old St station and close to East London nightlife Helpful and cordial staff Corner room with excellent views of city panorama Lobby d cor ",31,9.1,7.9,1,1471,0
"423138",423150,"Golden Tulip Amsterdam Riverside","NL","Amsterdam",52.3154533,4.9962997,"1","9","408","Standard","Couple","Leisure trip","2",20160803,"365 day",0,0,2362,0,26.3158,"Colombia ","Every additional thing very expensive Far from the center but in good place maybe a bus that goes to the metro will be a good idea ",28,"The people happy the tub the bed the pillow",10,7.5,9.2,1,245,0
"91969",91981,"Park Lane Mews Hotel","GB","London",51.5059334,-0.1489418,"10","2500","19900","NULL","Couple","Leisure trip","1",20151020,"653 day",0,0,2061,0,11.4286,"United Kingdom ","smallest room ever seen and we got an upgrade Pre authorisation of 396 taken 3 days prior to our visit and not released until two days after check out disgusting",31,"not a lot",4,7,2.9,1,444,0
"362248",362260,"Hilton London Wembley","GB","London",51.5576962,-0.2835263,"11","554","2800","NULL","Solo traveler","Business trip","1",20170321,"135 day",0,0,4305,1,100,"United Kingdom ","No Negative",0,"Everything",2,8.8,10,3,1427,1
"37169",37181,"Park International Hotel","GB","London",51.4945144,-0.1866172,"19","863","12300","Family","Family with young children","Family with young children","1",20161201,"245 day",0,0,1252,0,36.3636,"Australia ","room service menu could be bigger",7,"Location room size",4,7.8,10,44,229,1
"181032",181044,"citizenM Tower of London","GB","London",51.510237,-0.0764428,"21","2000","13000","NULL","Couple","Leisure trip","1",20161207,"239 day",0,0,4672,1,100,"Ireland ","No Negative",0,"Loved the way everything was controlled by the i pad And self check in just a cool funky hotel the location was the best right on the tower hill tube stop sp handy ",35,9.1,10,2,832,1
"410772",410784,"M venpick Hotel Amsterdam City Centre","NL","Amsterdam",52.3781016,4.9142508,"8","295","8600","Classic","Solo traveler","Business trip","3",20160227,"523 day",0,0,1925,0,45.4545,"Finland ","It s a little difficult to get to although it is close to the railway station ",18,"Great views from most rooms excellent food and generally very clean and comfortable ",15,8.4,8.3,4,338,0
"475308",475320,"Hotel Magna Pars Small Luxury Hotels of the World","IT","Milan",45.4524879,9.1669784,"20","973","9700","Suite","Couple","Leisure trip","2",20161014,"293 day",0,0,454,1,81.295,"Poland ","the location is probably the only little push back it s at least 10min walk from nearest Metro station and neighborhood is just OK ",26,"The place was just amazing the staff is not just friendly they are taking such a good care of you that you are completely spoiled Breakfasts are at least exceeding expectations variety and quality of products is exceptional even as 5 hotel When I heard that the Restaurant s Chef was awarded Michelin Star I got skeptical expecting big show around and not so much food in it but it turned to be great experience Every dish was piece of art looking smelling and tasting The rooms are gorgeous the care of every detail cleanness and bathrooms with mirror walls are just few details which you will love about this place ",113,9,10,14,50,0
