"Hotel_Name","Hotel_Country","Hotel_City","Hotel_lat","Hotel_lng","Businesses_100m","Businesses_1km","Businesses_5km","Room_Type_Level","Guest_Type","Trip_Type","Stay_Duration","Review_Date","Days_Since_Review","Is_Hotel_Holiday","Is_Reviewer_Holiday","Total_Number_of_Reviews","Review_Is_Positive","Review_Positivity_Rate","Reviewer_Nationality","Average_Score","Reviewer_Score","Total_Number_of_Reviews_Reviewer_Has_Given","Additional_Number_of_Scoring","Submitted_from_Mobile"
"Shaftesbury Premier London Paddington","Gran Bretaña","London",51.5153672,-0.1783271,"15","213","51","Other","Solo traveler","Business trip",2,2016-01-24,557,"No","No",3609,"No",34.6154,"Saudi Arabia ",7.3,2.9,7,791,"Yes"
"Hilton Vienna Danube Waterfront","Austria","Vienna",48.2140659,16.4217627,"51","248","180","Standard","Couple","Leisure trip",2,2016-07-20,379,"No","No",2349,"Yes",60,"Saudi Arabia ",8.4,10,9,239,"No"
"Mercure London Kensington Hotel","Gran Bretaña","London",51.4950098,-0.1906195,"25","318","13","Other","Group","Leisure trip",2,2016-09-26,311,"No","No",1016,"No",22.2222,"United Kingdom ",7.5,6.3,6,222,"Yes"
"DoubleTree by Hilton London West End","Gran Bretaña","London",51.5201065,-0.1221393,"72","111","111","Other","Couple","Leisure trip",2,2016-06-02,427,"No","No",1774,"No",47.0588,"United Kingdom ",8.3,9.6,6,429,"Yes"
"Thistle Kensington Gardens","Gran Bretaña","London",51.5108439,-0.1839074,"3","303","33","Other","Family","Leisure trip",2,2015-08-18,716,"No","No",2134,"Yes",100,"Ireland ",8.2,9.6,1,466,"No"
"Fletcher Hotel Amsterdam","Holanda","Amsterdam",52.2924567,4.9444338,"2","124","78","Other","Couple","Leisure trip",2,2016-10-17,290,"No","No",3773,"No",30.7692,"United Kingdom ",7.8,8.8,1,315,"Yes"
"Corus Hotel Hyde Park","Gran Bretaña","London",51.5119446,-0.179939,"106","299","47","Family","Family","Leisure trip",1,2015-11-29,613,"No","No",2562,"Yes",100,"United Kingdom ",7.6,10,5,452,"Yes"
"Axel Hotel Barcelona Urban Spa Adults Only","España","Barcelona",41.3873478,2.1603987,"81","120","41","Other","Solo traveler","Leisure trip",1,2016-11-08,268,"No","No",2694,"No",37.5,"United States of America ",8,9.6,1,269,"No"
"London Marriott Hotel West India Quay","Gran Bretaña","London",51.5072713,-0.0211213,"20","153","191","Deluxe","Couple","Leisure trip",2,2015-10-16,657,"No","No",2836,"Yes",57.8947,"United Kingdom ",8.9,9.6,15,930,"Yes"
"Inntel Hotels Amsterdam Centre","Holanda","Amsterdam",52.3760456,4.8943917,"103","101","237","Other","Couple","Leisure trip",3,2016-07-11,388,"No","No",3342,"No",20.8333,"United Kingdom ",8.2,7.5,1,538,"No"
"Holiday Inn London Stratford City","Gran Bretaña","London",51.5426054,-0.0072708,"39","76","183","Other","Couple","Leisure trip",1,2016-01-03,578,"No","No",2130,"No",33.3333,"United Kingdom ",8.7,9.6,1,641,"Yes"
"Sofitel Vienna Stephansdom","Austria","Vienna",48.212857,16.37986,"7","50","241","Deluxe","Couple","Leisure trip",2,2016-08-09,359,"No","No",1148,"Yes",97.5309,"Germany ",9,10,1,137,"No"
"Hotel Barcelona Universal","España","Barcelona",41.375237,2.1684058,"65","91","38","Other","Family","Leisure trip",3,2016-08-14,354,"No","No",807,"No",23.0769,"United Kingdom ",8.8,8.3,1,111,"Yes"
"The Tophams Hotel","Gran Bretaña","London",51.4957436,-0.1477528,"42","5","98","Other","Couple","Leisure trip",2,2016-09-28,309,"No","No",411,"Yes",56.25,"United States of America ",6.6,10,2,60,"Yes"
"Hotel Esther a","Holanda","Amsterdam",52.3705447,4.8886439,"97","116","237","Other","Couple","Leisure trip",3,2016-06-26,403,"No","No",4687,"No",20.6897,"Canada ",9.1,7.9,2,834,"No"
"NH Collection Amsterdam Doelen","Holanda","Amsterdam",52.3681919,4.8957609,"33","116","238","Other","Couple","Leisure trip",3,2016-09-08,329,"No","No",1251,"Yes",68.0851,"United Kingdom ",8.8,9.6,15,179,"No"
"Old Ship Inn Hackney","Gran Bretaña","London",51.5458476,-0.0554113,"59","174","235","Other","Solo traveler","Solo traveler",2,2015-10-06,667,"No","No",272,"Yes",53.8462,"Saint Lucia ",7.9,9.2,2,81,"Yes"
"Innkeeper s Lodge London Greenwich","Gran Bretaña","London",51.4801631,-0.0097201,"82","74","188","Other","Group","Leisure trip",2,2017-06-08,56,"No","No",1191,"Yes",53.1915,"Australia ",8.2,9.2,2,253,"Yes"
"Doubletree by Hilton London Kensington","Gran Bretaña","London",51.4925138,-0.1787917,"95","234","52","Other","Couple","Leisure trip",5,2015-08-26,708,"No","No",2367,"No",40.678,"Australia ",8,9.6,18,541,"Yes"
"Austria Trend Hotel Schloss Wilhelminenberg Wien","Austria","Vienna",52.4001813,4.8936653,"124","336","242","Classic","Family","Leisure trip",1,2017-07-06,28,"No","No",1558,"Yes",79.1667,"Hungary ",8.3,8.8,13,86,"No"
"Catalonia Rigoletto","España","Barcelona",41.385817,2.1256789,"73","155","232","Other","Family","Leisure trip",1,2017-08-02,1,"No","No",1562,"Yes",100,"United Kingdom ",8.6,9.2,2,147,"Yes"
"Radisson Blu Edwardian New Providence Wharf","Gran Bretaña","London",51.5065578,-0.004514,"73","309","184","Other","Family","Leisure trip",2,2016-01-09,572,"No","No",1974,"No",0,"United Kingdom ",9,2.5,4,620,"Yes"
"Exe Laietana Palace","España","Barcelona",41.3833541,2.1794038,"98","94","35","Other","Solo traveler","Business trip",4,2017-01-09,206,"No","No",2045,"No",0,"Turkey ",7.9,7.5,9,177,"No"
"Holiday Inn London Wembley","Gran Bretaña","London",51.5590955,-0.284704,"62","181","145","Other","Couple","Leisure trip",1,2016-03-05,516,"No","No",3469,"No",50,"United Kingdom ",8.3,10,1,1005,"Yes"
"Chiswick Rooms","Gran Bretaña","London",51.4937409,-0.244896,"32","69","192","Other","Group","Leisure trip",1,2016-05-31,429,"No","No",882,"No",47.0588,"United Kingdom ",7.8,8.8,3,256,"Yes"
"Best Western Plus Hotel Blue Square","Holanda","Amsterdam",52.3786823,4.8207833,"84","119","60","Other","Family","Leisure trip",4,2017-05-07,88,"No","No",3161,"No",34.4828,"Poland ",7.3,7.1,1,407,"Yes"
"Acta Atrium Palace","España","Barcelona",41.390913,2.1706981,"49","132","39","Other","Couple","Leisure trip",3,2015-08-11,723,"No","No",1933,"No",41.3793,"Israel ",8.5,9.2,3,218,"Yes"
"Hotel Spa Villa Olimpica Suites","España","Barcelona",41.3971434,2.1921947,"20","207","22","Other","Group","Leisure trip",2,2016-06-04,425,"No","No",3565,"Yes",53.9474,"France ",8,9.6,28,305,"No"
"Courthouse Hotel London","Gran Bretaña","London",51.5143624,-0.1394483,"8","136","99","Classic","Couple","Leisure trip",1,2015-10-10,663,"No","No",1786,"Yes",82.3529,"United Kingdom ",8,7.1,1,355,"Yes"
"INK Hotel Amsterdam MGallery by Sofitel","Holanda","Amsterdam",52.3754926,4.8929878,"93","106","237","Classic","Couple","Leisure trip",3,2017-01-08,207,"No","No",2574,"No",50,"United Kingdom ",8.9,9.2,2,440,"Yes"
"Hilton London Metropole","Gran Bretaña","London",51.5195688,-0.170521,"41","249","70","Deluxe","Group","Business trip",1,2016-11-25,251,"No","No",6977,"Yes",100,"United Kingdom ",7.5,9.6,5,1485,"Yes"
"Barcel Raval","España","Barcelona",41.3790126,2.1696339,"72","116","38","Other","Couple","Leisure trip",1,2015-08-06,728,"No","No",2254,"Yes",100,"United States of America ",8.4,10,4,256,"Yes"
"Park Plaza Westminster Bridge London","Gran Bretaña","London",51.5009609,-0.1165913,"31","41","115","Other","Couple","Leisure trip",3,2015-12-08,604,"No","No",12158,"No",49.0566,"United Kingdom ",8.7,8.3,1,2623,"Yes"
"Strand Palace Hotel","Gran Bretaña","London",51.5110993,-0.1208673,"102","105","111","Other","Solo traveler","Leisure trip",3,2015-08-29,705,"No","No",9568,"Yes",64.2857,"United Kingdom ",8.1,7.9,1,2288,"Yes"
"DoubleTree by Hilton Hotel London Tower of London","Gran Bretaña","London",51.5108412,-0.0780581,"41","62","34","Other","Group","Leisure trip",1,2017-05-30,65,"No","No",7491,"Yes",67.3913,"United Kingdom ",8.7,7.9,1,1936,"No"
"Intercontinental London The O2","Gran Bretaña","London",51.5024348,-0.0002497,"2","6","182","Deluxe","Couple","Leisure trip",2,2017-06-06,58,"No","No",4204,"Yes",100,"United Kingdom ",9.4,9.2,2,1258,"Yes"
"The Cumberland A Guoman Hotel","Gran Bretaña","London",51.514879,-0.1606501,"61","5","87","Deluxe","Solo traveler","Leisure trip",2,2015-09-29,674,"No","No",5180,"Yes",87.5,"Nigeria ",7.5,8.8,1,1190,"Yes"
"Hilton London Canary Wharf","Gran Bretaña","London",51.5007324,-0.01655,"73","144","190","Deluxe","Couple","Leisure trip",1,2015-11-30,612,"No","No",3040,"Yes",74.0741,"United Kingdom ",9,10,9,974,"No"
"Millennium Copthorne Hotels at Chelsea Football Club","Gran Bretaña","London",51.481663,-0.1909565,"73","219","15","Other","Solo traveler","Leisure trip",1,2017-04-11,114,"No","No",1842,"No",0,"United Kingdom ",8.2,10,3,525,"Yes"
"Crowne Plaza Amsterdam South","Holanda","Amsterdam",52.3357326,4.8743947,"95","99","233","Family","Family","Leisure trip",1,2017-01-03,212,"No","No",1349,"Yes",88.3721,"Italy ",9,9.6,38,203,"No"
"Park Plaza County Hall London","Gran Bretaña","London",51.5014001,-0.1160092,"33","41","115","Classic","Family","Leisure trip",10,2017-07-03,31,"No","No",6117,"No",42.8571,"United States of America ",8.4,7.1,1,1322,"No"
"Park International Hotel","Gran Bretaña","London",51.4945144,-0.1866172,"35","285","23","Other","Solo traveler","Business trip",2,2017-05-26,69,"No","No",1252,"No",14.2857,"United Kingdom ",7.8,5,30,229,"No"
"Park Plaza Sherlock Holmes London","Gran Bretaña","London",51.5209191,-0.1566567,"89","17","89","Other","Solo traveler","Leisure trip",1,2016-07-29,370,"No","No",1496,"Yes",100,"United Kingdom ",8.2,7.1,5,341,"No"
"Phileas Hotel","Francia","Paris",48.8768854,2.3270623,"85","111","169","Other","Couple","Leisure trip",1,2017-02-27,157,"No","No",1000,"Yes",50.8772,"Germany ",8.7,8.8,15,91,"No"
"Austria Trend Hotel Astoria Wien","Austria","Vienna",48.2044655,16.3702399,"70","86","4","Other","Group","Leisure trip",3,2017-07-16,18,"No","No",2279,"No",48.6486,"Hungary ",8.5,7.9,1,228,"No"
"INK Hotel Amsterdam MGallery by Sofitel","Holanda","Amsterdam",52.3754926,4.8929878,"93","106","237","Deluxe","Couple","Leisure trip",3,2016-07-02,397,"No","No",2574,"Yes",100,"United Kingdom ",8.9,10,1,440,"Yes"
"The Park City Grand Plaza Kensington Hotel","Gran Bretaña","London",51.4954976,-0.1893691,"3","317","16","Other","Solo traveler","Business trip",2,2017-06-08,56,"No","No",667,"Yes",60,"Croatia ",8.3,8.3,2,137,"Yes"
"Hotel Stefanie","Austria","Vienna",48.2142766,16.3801779,"5","47","241","Other","Couple","Leisure trip",3,2016-07-21,378,"No","No",3883,"No",39.1304,"United Kingdom ",9.1,8.8,25,404,"Yes"
"Nhow Milan","Italia","Milan",45.4510425,9.1606536,"84","226","229","Other","Couple","Leisure trip",1,2015-08-08,726,"No","No",2286,"Yes",100,"Switzerland ",8.6,9.2,22,162,"No"
"The Tower A Guoman Hotel","Gran Bretaña","London",51.5064721,-0.0716893,"20","12","20","Standard","Family","Leisure trip",1,2016-04-12,478,"No","No",3486,"Yes",84.9057,"United Kingdom ",8.6,9.2,1,950,"Yes"
"Strand Palace Hotel","Gran Bretaña","London",51.5110993,-0.1208673,"102","105","111","Other","Couple","Leisure trip",2,2016-11-08,268,"No","No",9568,"No",26.6667,"United Kingdom ",8.1,8.3,4,2288,"No"
"Hampshire Hotel Rembrandt Square Amsterdam","Holanda","Amsterdam",52.3663466,4.8985764,"47","105","237","Other","Group","Leisure trip",1,2016-07-25,374,"No","No",2591,"Yes",100,"United Kingdom ",7.8,8.8,1,520,"Yes"
"WestCord Fashion Hotel Amsterdam","Holanda","Amsterdam",52.357655,4.844576,"62","68","196","Other","Couple","Leisure trip",3,2016-02-18,532,"No","No",5236,"No",33.3333,"United Kingdom ",8.7,8.3,1,757,"Yes"
"NH City Centre Amsterdam","Holanda","Amsterdam",52.3697554,4.8887815,"112","120","237","Other","Group","Leisure trip",2,2016-11-10,266,"No","No",3417,"Yes",100,"United Kingdom ",8.2,9.2,3,407,"No"
"Park Grand Paddington Court","Gran Bretaña","London",51.5135555,-0.180002,"44","281","47","Other","Couple","Leisure trip",1,2016-12-13,233,"No","No",6608,"Yes",84.8485,"United Kingdom ",8.1,9.6,1,1243,"Yes"
"INK Hotel Amsterdam MGallery by Sofitel","Holanda","Amsterdam",52.3754926,4.8929878,"93","106","237","Other","Couple","Leisure trip",3,2017-01-15,200,"No","No",2574,"Yes",50.6493,"United Kingdom ",8.9,10,1,440,"Yes"
"Strand Palace Hotel","Gran Bretaña","London",51.5110993,-0.1208673,"102","105","111","Other","Family","Leisure trip",1,2017-04-05,120,"No","No",9568,"Yes",100,"United Kingdom ",8.1,10,1,2288,"Yes"
"Blakemore Hyde Park","Gran Bretaña","London",51.5129736,-0.1837431,"33","288","33","Other","Family","Leisure trip",3,2016-08-24,344,"No","No",6596,"Yes",52.2727,"Bermuda ",8.5,9.2,1,1198,"Yes"
"Ilunion Barcelona","España","Barcelona",41.3989322,2.2024183,"39","170","1","Other","Couple","Leisure trip",3,2017-04-10,115,"No","No",3944,"No",7.63889,"Australia ",7.9,2.9,20,396,"Yes"
"United Lodge Hotel and Apartments","Gran Bretaña","London",51.5743549,-0.0977567,"84","76","73","Family","Family","Leisure trip",3,2017-04-23,102,"No","No",714,"Yes",50.5618,"United Kingdom ",7.5,9.6,1,100,"Yes"
"Hotel Berna","Italia","Milan",45.4826692,9.2034371,"52","12","5","Other","Solo traveler","Leisure trip",3,2017-04-15,110,"No","No",4017,"No",37.5,"Estonia ",9.2,8.8,10,384,"No"
"Hampshire Hotel Amsterdam American","Holanda","Amsterdam",52.363889,4.881302,"52","67","234","Classic","Couple","Leisure trip",6,2016-07-14,385,"No","No",4032,"No",25,"New Zealand ",8.5,9.2,15,601,"No"
"UNA Hotel Cusani","Italia","Milan",45.4684251,9.1834161,"74","55","8","Other","Family","Leisure trip",3,2017-03-13,143,"No","No",1606,"No",42.8571,"Greece ",8.8,9.2,1,176,"No"
"Silken Ramblas","España","Barcelona",41.3830117,2.1700699,"102","132","39","Other","Couple","Leisure trip",3,2017-02-10,174,"No","No",1949,"Yes",52.6316,"United Arab Emirates ",7.9,4.6,8,184,"Yes"
"Element Amsterdam","Holanda","Amsterdam",52.3312406,4.8774466,"41","53","233","Classic","Couple","Couple",4,2016-11-01,275,"No","No",1369,"No",24,"United Kingdom ",8.9,8.3,1,161,"No"
"Best Western Mornington Hotel Hyde Park","Gran Bretaña","London",51.5119933,-0.1782794,"35","235","51","Other","Couple","Leisure trip",1,2016-02-16,534,"No","No",2418,"No",30,"United Kingdom ",8,8.8,3,440,"Yes"
"Le Tourville Eiffel","Francia","Paris",48.8542681,2.3078116,"44","17","133","Classic","Couple","Leisure trip",1,2015-12-03,609,"No","No",545,"Yes",100,"United Kingdom ",8.8,10,1,75,"Yes"
"Arthotel ANA Prime","Austria","Vienna",48.1925582,16.3576071,"32","50","4","Standard","Group","Leisure trip",1,2016-08-20,348,"No","No",1813,"Yes",100,"United Kingdom ",8.4,10,3,144,"No"
"H tel Belloy Saint Germain By Happyculture","Francia","Paris",48.8503901,2.3422527,"61","122","176","Other","Couple","Leisure trip",3,2016-05-23,437,"No","No",303,"No",42.8571,"France ",8.3,9.6,1,31,"Yes"
"Warwick Paris Former Warwick Champs Elysees ","Francia","Paris",48.8722019,2.3030866,"81","60","121","Deluxe","Group","Leisure trip",4,2017-01-08,207,"No","No",1813,"No",50,"Kuwait ",8.1,5.4,4,329,"Yes"
"South Place Hotel","Gran Bretaña","London",51.5189182,-0.0866009,"33","65","63","Other","Group","Leisure trip",1,2017-01-20,195,"No","No",769,"Yes",66.6667,"United Kingdom ",9.3,10,6,235,"Yes"
"DoubleTree by Hilton London Docklands Riverside","Gran Bretaña","London",51.5043483,-0.0334436,"51","37","212","Other","Group","Leisure trip",1,2017-01-24,191,"No","No",3826,"No",0,"United Kingdom ",8.1,6.7,1,995,"No"
"Park Plaza London Riverbank","Gran Bretaña","London",51.4913737,-0.1214194,"84","251","110","Other","Solo traveler","Business trip",2,2015-12-02,610,"No","No",4684,"No",5.08475,"United Kingdom ",8.3,5.4,4,1195,"No"
"The Toren","Holanda","Amsterdam",52.3758754,4.8859642,"106","91","236","Other","Solo traveler","Leisure trip",3,2016-01-13,568,"No","No",948,"Yes",100,"United States of America ",9.4,10,1,197,"No"
"B Montmartre","Francia","Paris",48.883631,2.3257643,"64","77","165","Classic","Couple","Leisure trip",2,2015-11-03,639,"No","No",332,"Yes",100,"United Kingdom ",9.2,10,1,46,"Yes"
"London City Suites","Gran Bretaña","London",51.5206309,-0.0915341,"29","41","79","Other","Couple","Leisure trip",2,2017-04-14,111,"No","No",1744,"Yes",96,"United Kingdom ",8.9,10,36,417,"Yes"
"Millennium Copthorne Hotels at Chelsea Football Club","Gran Bretaña","London",51.481663,-0.1909565,"73","219","15","Standard","Family","Leisure trip",1,2017-06-15,49,"No","No",1842,"No",41.8605,"United Kingdom ",8.2,7.1,12,525,"No"
"DoubleTree by Hilton London West End","Gran Bretaña","London",51.5201065,-0.1221393,"72","111","111","Other","Couple","Couple",7,2016-10-09,298,"No","No",1774,"No",12.766,"Turkey ",8.3,5.8,14,429,"No"
"Catalonia Eixample 1864","España","Barcelona",41.393599,2.1684151,"54","120","41","Other","Group","Leisure trip",3,2016-09-18,319,"No","No",2372,"No",37.5,"Ireland ",8.3,7.5,2,237,"Yes"
"H tel Hor","Francia","Paris",48.8793427,2.3577745,"47","62","157","Classic","Couple","Leisure trip",2,2017-05-01,94,"No","No",1090,"Yes",58.8235,"Netherlands ",8.6,9.2,1,161,"Yes"
"The Bailey s Hotel London","Gran Bretaña","London",51.4938733,-0.1824963,"74","262","38","Classic","Group","Leisure trip",7,2016-11-30,246,"No","No",2485,"Yes",100,"Australia ",8.7,9.2,2,528,"Yes"
"Malmaison London","Gran Bretaña","London",51.520943,-0.1004581,"37","41","105","Standard","Couple","Leisure trip",2,2016-09-03,334,"No","No",1374,"No",46.5116,"United Kingdom ",8.7,10,3,431,"Yes"
"DoubleTree By Hilton London Excel","Gran Bretaña","London",51.507377,0.038657,"51","167","116","Other","Solo traveler","Business trip",3,2017-08-03,0,"No","No",2726,"Yes",95.7895,"United Kingdom ",8.4,10,1,853,"No"
"citizenM London Bankside","Gran Bretaña","London",51.5051507,-0.1004724,"31","17","102","Other","Couple","Business trip",1,2017-07-13,21,"No","No",3802,"Yes",76.1905,"United Kingdom ",9.1,7.5,2,804,"No"
"Crowne Plaza London Docklands","Gran Bretaña","London",51.5083537,0.0198855,"116","3","174","Other","Family","Leisure trip",2,2016-09-26,311,"No","No",2768,"No",0,"United Kingdom ",8.8,7.5,2,879,"Yes"
"Holiday Inn London Mayfair","Gran Bretaña","London",51.507746,-0.1422993,"87","125","98","Other","Group","Leisure trip",1,2016-01-09,572,"No","No",1894,"Yes",100,"United Kingdom ",8,10,1,390,"Yes"
"The Belgrave Hotel","Gran Bretaña","London",51.4901051,-0.1381355,"41","270","99","Other","Couple","Leisure trip",1,2017-03-27,129,"No","No",2685,"No",0,"United Kingdom ",8.6,6.7,4,391,"Yes"
"Henley House Hotel","Gran Bretaña","London",51.4922348,-0.1914229,"42","316","12","Other","Solo traveler","Leisure trip",3,2016-03-19,502,"No","No",1179,"Yes",70.5882,"Portugal ",8.6,9.2,6,137,"Yes"
"DoubleTree By Hilton London Excel","Gran Bretaña","London",51.507377,0.038657,"51","167","116","Other","Group","Others",1,2017-03-13,143,"No","No",2726,"Yes",100,"United Kingdom ",8.4,10,5,853,"Yes"
"The Rockwell","Gran Bretaña","London",51.4948059,-0.1926525,"20","300","8","Other","Couple","Leisure trip",2,2015-10-20,653,"No","No",1470,"No",46.6667,"Germany ",8.6,7.5,4,275,"No"
"Apex Temple Court Hotel","Gran Bretaña","London",51.5137335,-0.1087512,"50","41","114","Classic","Couple","Leisure trip",2,2017-05-25,70,"No","No",2619,"Yes",94.2857,"Ireland ",9.2,10,4,639,"No"
"Primero Primera","España","Barcelona",41.4002812,2.1297427,"51","156","4","Other","Family","Family",2,2016-12-15,231,"No","No",261,"Yes",100,"United States of America ",9.2,10,1,32,"Yes"
"Park Grand Paddington Court","Gran Bretaña","London",51.5135555,-0.180002,"44","281","47","Other","Couple","Leisure trip",1,2016-08-21,347,"No","No",6608,"No",28.972,"Jersey ",8.1,5.8,7,1243,"Yes"
"Golden Tulip Amsterdam West","Holanda","Amsterdam",52.385601,4.8470597,"73","28","203","Other","Family","Leisure trip",2,2016-06-22,407,"No","No",7586,"No",0,"United States of America ",8.5,5.8,3,914,"No"
"Saint SHERMIN bed breakfast champagne","Austria","Vienna",48.1978409,16.367087,"89","73","3","Other","Couple","Leisure trip",3,2016-01-03,578,"No","No",651,"No",13.3333,"United States of America ",9,5.8,1,66,"Yes"
"Novotel London Wembley","Gran Bretaña","London",51.5611271,-0.2787261,"62","188","152","Deluxe","Couple","Leisure trip",1,2016-04-27,463,"No","No",2924,"No",20.5882,"United Kingdom ",8.9,6.7,3,832,"Yes"
"H tel Da Vinci Spa","Francia","Paris",48.8565778,2.3319767,"49","111","176","Deluxe","Couple","Leisure trip",4,2015-10-18,655,"No","No",352,"Yes",100,"United Kingdom ",9.1,10,2,52,"Yes"
"Best Western Mornington Hotel Hyde Park","Gran Bretaña","London",51.5119933,-0.1782794,"35","235","51","Other","Solo traveler","Business trip",1,2015-12-20,592,"No","No",2418,"No",17.9487,"United Kingdom ",8,6.7,15,440,"Yes"
